version,Engine_commit,Snapshot_Hash
1.20.4,d1bc06f032f9d6c148ea6b96b48261d6f545004f,04645b6182fad3d68350d84669869ce5
1.22.0-12.0.pre,fee6f9e5333472a1931d00f521252901d60e0c76,8ee4ef7a67df9845fba331734198a953
1.20.3,d1bc06f032f9d6c148ea6b96b48261d6f545004f,04645b6182fad3d68350d84669869ce5
1.22.0-9.0.pre,07e2520d5d8f837da439317adab4ecd7bff2f72d,f5de31057025dabaeb9262ec1b8ef33b
1.21.0-9.2.pre,20a953183580250aac2e15d36007664118bda5ab,5f40b0a9f04b5018fa08a9b67fd316cd
1.22.0-1.0.pre,81027ab0cc0e7974beee760eb042827a44dd12f3,3fbb5898e1b2294b3b432e5a9baa47c3
1.21.0-9.1.pre,267070c17a6956de1a03dbe09cda56f0c485f41b,5f40b0a9f04b5018fa08a9b67fd316cd
1.20.2,9d5b21729ff53dbf8eadd8bc97e0e30d77abec95,04645b6182fad3d68350d84669869ce5
1.20.2,9d5b21729ff53dbf8eadd8bc97e0e30d77abec95,04645b6182fad3d68350d84669869ce5
1.21.0-9.0.pre,6d86e67f04d8b8cf16c64b466a4e7a04c497f271,5f40b0a9f04b5018fa08a9b67fd316cd
1.21.0-7.0.pre,083282e33bbb0f7c7cbb9eb2fd1af06ecb636ea9,d87fcd044a4c80e6c35920fc6cdb2942
1.20.1,c8e3b9485386425213e2973126d6f57e7ed83c54,04645b6182fad3d68350d84669869ce5
1.20.0,c8e3b9485386425213e2973126d6f57e7ed83c54,04645b6182fad3d68350d84669869ce5
1.20.0-7.4.pre,d6ee1499c27a156a797d9f1539ffb7892855c1d0,04645b6182fad3d68350d84669869ce5
1.20.0-7.3.pre,ac95267aef5175b3f6c3387d502070c68f588ad5,04645b6182fad3d68350d84669869ce5
1.20.0-7.2.pre,60b269d898cbe0be27e9b9ba9d21eae97b887ab6,8b2ca977d1d2920b9839d1b60eade6a7
1.21.0-1.0.pre,99c2b3a2455511c3fd37521d9b00972c5345b75b,cf28bbe6b5e0f24ecb48ca8abbcb5f57
1.20.0-7.1.pre,d48085141c2f201b1c534e6926eb39bb52d9db3e,8b2ca977d1d2920b9839d1b60eade6a7
1.20.0-7.0.pre,0dc86cda19d55aba8b719231c11306eeaca4b798,8b2ca977d1d2920b9839d1b60eade6a7
1.20.0-3.0.pre,a751393804dcc8655c3361c1faf256c9291bf26b,ec7f41beae0c8f00109820695ab99a20
1.19.0-4.3.pre,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954,59da07d9da5a83be4ce75b7913b63dbd
1.19.0-4.2.pre,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954,59da07d9da5a83be4ce75b7913b63dbd
1.20.0-2.0.pre,91a63d6a44c56ca13baadccedc46fd66b001fdbc,76070dd606744a9afc332cb66b613df2
1.17.5,ee76268252c22f5c11e82a7b87423ca3982e51a7,be7d304ff826e2dfac63538e227c3cc5
1.17.4,ee76268252c22f5c11e82a7b87423ca3982e51a7,be7d304ff826e2dfac63538e227c3cc5
1.20.0-0.0.pre,e8c13aa012c915c6a290d2a85950af67303e75f9,5a08c49b17aec9162c816303a1433354
1.19.0-4.1.pre,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954,59da07d9da5a83be4ce75b7913b63dbd
1.19.0-5.0.pre,c7f9725521c0dff7712d54f26322ac3463572394,e81d7685ffc22e522c8dde5061e3e0f8
1.19.0-4.0.pre,d17c84e7af9081ea95cc4563559fd53e119e6038,59da07d9da5a83be4ce75b7913b63dbd
1.17.3,ee76268252c22f5c11e82a7b87423ca3982e51a7,be7d304ff826e2dfac63538e227c3cc5
1.19.0-3.0.pre,e39301f23f324d1685678bcbb1682643e22b3a67,92b48f782c20c41a191a2298e8c4a537
1.19.0-2.0.pre,923687f0e7ff0cddcbd05c98fd3ca12db9c45ac8,92b48f782c20c41a191a2298e8c4a537
1.17.2,b851c718295a896918dc93cb1ff14f2f895a1b90,be7d304ff826e2dfac63538e227c3cc5
1.18.0-11.1.pre,ef9215ceb2884ddf520d321bcd822d1461330876,b58ead73b2c5dfec69565df469bba387
1.17.1,6bc433c6b6b5b98dcf4cc11aff31cdee90849f32,74edb834fac3fcea79d7ac2d1d6f1fb2
1.19.0-1.0.pre,d96f962ca21a104b08836f34814eb6b267937511,f5ea1e9940b6aaf4df2649a6d379928b
1.19.0-0.0.pre,3953c3ccd15a54a0718700aa11ead664b264b7dd,2692b1e03fdf2af47afad07f294e9a9c
1.18.0-13.0.pre,d6aa099de7c700e7ce44f4ddeb0fc1a078bd0067,2692b1e03fdf2af47afad07f294e9a9c
1.18.0-12.0.pre,33d2367950154e7f8daf9ce9992a450016289a5f,b58ead73b2c5dfec69565df469bba387
1.18.0-11.0.pre,33d2367950154e7f8daf9ce9992a450016289a5f,b58ead73b2c5dfec69565df469bba387
1.17.0,540786dd51f112885a89792d678296b95e6622e5,74edb834fac3fcea79d7ac2d1d6f1fb2
1.18.0-10.0.pre,33d2367950154e7f8daf9ce9992a450016289a5f,b58ead73b2c5dfec69565df469bba387
1.18.0-9.0.pre,040747ed404590aa25490e48b15db10a75e16cba,591abdc59f04644e4d7645c3f0a0f31b
1.17.0-3.4.pre,540786dd51f112885a89792d678296b95e6622e5,74edb834fac3fcea79d7ac2d1d6f1fb2
1.17.0-3.3.pre,376ad6a64b08aa26005e3f82aed26de2e290b572,74edb834fac3fcea79d7ac2d1d6f1fb2
1.18.0-8.0.pre,d2ec21221e299b56e6ecb297e7710c63e7b7ba87,593ab10defb2c9b323d552241c790db7
1.18.0-7.0.pre,fe14e03236ca03f4c98056fbccd66e89b5281e15,593ab10defb2c9b323d552241c790db7
1.17.0-3.2.pre,4c8c31f591882b3c668992d2e9da761118899f38,74edb834fac3fcea79d7ac2d1d6f1fb2
1.18.0-6.0.pre,2bde4f0ae4304d8c6d4ed7d5d0a54bc4010f2196,584f76703bdc27bf8e9cf560354e873b
v1.12.13+hotfix.9,af51afceb8886cc11e25047523c4e0c7e1f5d408,20e5c4f7dc44368ac5a17643b93665f6
1.18.0-dev.5.0,beb8a7ec48f6b980a778d19eeda613635c3897c9,28e5a4c9b745e287b24fc03101d8c4d1
1.18.0-dev.4.0,49891e065313d26bbc2ddc9805fb7ed27edae174,8d250dca7ec13e13f7ee6d4dc6e4c866
1.18.0-dev.3.0,df257e59c24175e1f7181db7524c6df605e50031,8d250dca7ec13e13f7ee6d4dc6e4c866
1.18.0-dev.2.0,df257e59c24175e1f7181db7524c6df605e50031,8d250dca7ec13e13f7ee6d4dc6e4c866
1.17.0-dev.3.1,c9506cb8e93e5e8879152ff5c948b175abb5b997,9e7cb7c9394c24c2398410b902673e13
1.18.0-dev.1.0,4cfbe45033ef2788512932fd75d51c84036c204a,5755f145e518c3a3e5467bc0e4206ca0
1.18.0-dev.0.0,09bc1fc45e505118e96afedd7ba365e593369697,5755f145e518c3a3e5467bc0e4206ca0
1.17.0-dev.5.0,f56e678e7fa9f1249253f06c8c0797ddc67a9df2,d577004bdd4b0ae4aff1fe9418f8e108
1.17.0-dev.4.0,8166a91bca11b83c16fba8f8fd407e937a2ac89c,d577004bdd4b0ae4aff1fe9418f8e108
1.17.0-dev.3.0,c9506cb8e93e5e8879152ff5c948b175abb5b997,9e7cb7c9394c24c2398410b902673e13
1.17.0-dev.2.0,c9506cb8e93e5e8879152ff5c948b175abb5b997,9e7cb7c9394c24c2398410b902673e13
1.17.0-dev.1.0,fc5b44c901ceb37d3f98715b2b9d857ca64e4db6,9e7cb7c9394c24c2398410b902673e13
1.17.0-dev.0.0,c779894d089554620134408b3cb6ea515489dc14,fcf5987e9905b9cb0284432dfa1ea2ff
v1.16.3,b2bdeb3f0f1683f3e0562f491b5e316240dfbc2c,fcf5987e9905b9cb0284432dfa1ea2ff
v1.16.2,2d42c74a348d98d2fd372a91953c104e58f185cd,dca728a34350ead7a40d66ae49898ab3
v1.16.1,216c420a2c06e5266a60a768b3fd0b660551cc9c,f98026d2245e5193b4c4766d883cf831
v1.16.0,083a7c2bcaaf8f2edd1994d2830e0b4a291e7342,3ed814dc5ba54b83877622f07f8efe6a
v1.15.17,5aff3119480996ca014ec0f8d26d74db617b5852,ee91a9191a5286c31d91a89754ba36af
v1.15.22,6801b4dae791e458db94775d675fec1fb5efb15f,21c64959ddcffbbe98dd50bf0f56acbe
v1.15.21,d7a00b8b09b09d299f12ff0709438896153082a6,bcb42ad731bb2252562cf7119e8d38bf
v1.15.20,0e2c8feeeb47618ffa468bcbc7f3bd2ceb93ad6d,ee91a9191a5286c31d91a89754ba36af
v1.15.19,0e2c8feeeb47618ffa468bcbc7f3bd2ceb93ad6d,ee91a9191a5286c31d91a89754ba36af
v1.15.18,5aff3119480996ca014ec0f8d26d74db617b5852,ee91a9191a5286c31d91a89754ba36af
v1.15.17,5aff3119480996ca014ec0f8d26d74db617b5852,ee91a9191a5286c31d91a89754ba36af
v1.15.16,4da196caa1ce854e0b3f97587e4220e14aa2c335,ee91a9191a5286c31d91a89754ba36af
v1.15.15,3bf196591bc312b38399a598f8c9e5d752de56e2,ee91a9191a5286c31d91a89754ba36af
v1.15.14,e28d26e3054ef005ec273fbedbaad257d5d393cf,ee91a9191a5286c31d91a89754ba36af
v1.15.13,e28d26e3054ef005ec273fbedbaad257d5d393cf,ee91a9191a5286c31d91a89754ba36af
v1.15.12,2e2a9e192d3d8f4f8aa96ca283947f4125bf836c,eec64b4f56ed7083f6b3f9215bc00ee4
v1.15.11,3e380092e270846373ee9739406bf471050c02c6,eec64b4f56ed7083f6b3f9215bc00ee4
v1.15.10,7df0a6e35e5c1a4e541fb53538bc527daa41ba7c,eec64b4f56ed7083f6b3f9215bc00ee4
v1.15.9,810727bf3f8f7a9d23ee8e65a5209944c80fde58,8df17e43f5d039756a4be463bd53f16c
v1.15.8,810727bf3f8f7a9d23ee8e65a5209944c80fde58,8df17e43f5d039756a4be463bd53f16c
v1.15.7,b77f509e0bb80f3e5988d36df34d4841cf344fa4,8df17e43f5d039756a4be463bd53f16c
v1.15.6,b77f509e0bb80f3e5988d36df34d4841cf344fa4,8df17e43f5d039756a4be463bd53f16c
v1.15.5,90bd6f8148178b5cfe80ab21b3dc36ab7d49f6ac,8df17e43f5d039756a4be463bd53f16c
v1.15.4,90bd6f8148178b5cfe80ab21b3dc36ab7d49f6ac,8df17e43f5d039756a4be463bd53f16c
v1.12.13+hotfix.8,e1e6ced81d029258d449bdec2ba3cddca9c2ca0c,20e5c4f7dc44368ac5a17643b93665f6
v1.15.3,6158f03ef5fae3ef620264595021609ed9ea3a5c,1ef14c4736dbf4b1913c1159a52912f7
v1.15.2,f34bc65bee49e1ac33d7bab178d1e4b4dd346881,ea0806b1a49f2f2088770b414ead0a35
v1.15.1,81dffd1241e67f7e514b5fcc9eab4902721ae575,7e3316e180825d1f779f78c2d77a47d8
v1.15.0,81dffd1241e67f7e514b5fcc9eab4902721ae575,7e3316e180825d1f779f78c2d77a47d8
v1.14.6,c4229bfbbae455ad69c967be19aee3fadd6486e1,e739779cc1d28f0f697a92f2daf5f10f
v1.14.6,c4229bfbbae455ad69c967be19aee3fadd6486e1,e739779cc1d28f0f697a92f2daf5f10f
v1.14.5,439a21816e61b8ede0a884470f99f8b6f4307fd0,8647fa5ecfc24d126d8256b30b1ff5c6
v1.12.13+hotfix.7,a67792536ca236a971d0efbcfd7af4efb8f6c119,20e5c4f7dc44368ac5a17643b93665f6
v1.14.4,83a64b7233d58809062846391422571f94f0f9d8,e7c20657d2570e8390cf59131adde9f6
v1.14.3,c15efb9231a49e6a2fb21c87bc1289e6aeee71a9,e7c20657d2570e8390cf59131adde9f6
v1.14.2,ecc74c966d1433bf4f5e233a4aad17dfe8ce1bdd,b1db3321978c921cba0461fcaef73d23
v1.14.1,bc41ab513932694fccaed8c2d40e2e66630fdc88,0d7dc8e47a3bed1850c97ee43898a84c
v1.14.0,fd269f60bfc6fffba5ca9598761361d1f5ed6105,803754e538cf1a438b1221a2b5faf840
v1.13.6,bdc9708d235e582483d299642ad8682826ebb90d,81662522448cdd4d02eb060669e5d48b
v1.13.9,f001ea29f1b9664d928acfddbbd9c76a942e2238,fbfd877143383e38eee8a3f1eaeafeb5
v1.13.8,3f52888b3bcf7adb9bc8d7be01f717a0c15b6618,5f03aa6ee25b575c9f3d075a19fb2043
v1.13.7,eb139936eb2c17694aba3fd922adfe8a85c5e8df,d0cc0d54d92b623c9d369ca3537dc635
v1.13.6,bdc9708d235e582483d299642ad8682826ebb90d,81662522448cdd4d02eb060669e5d48b
v1.13.5,0f90e6546bf302bda9b1e8213a004ed5c16d13c4,675c10104e4334c9da289ab872fea2e2
v1.13.4,0f90e6546bf302bda9b1e8213a004ed5c16d13c4,675c10104e4334c9da289ab872fea2e2
v1.13.3,0f90e6546bf302bda9b1e8213a004ed5c16d13c4,675c10104e4334c9da289ab872fea2e2
v1.13.2,12bf95fd49b7456f08a1274078c4b55e675ad018,0d40051733a4ee7e7793a91ed77fed67
v1.13.1,12bf95fd49b7456f08a1274078c4b55e675ad018,0d40051733a4ee7e7793a91ed77fed67
v1.12.13+hotfix.6,2994f7e1e682039464cb25e31a78b86a3c59b695,20e5c4f7dc44368ac5a17643b93665f6
v1.12.13+hotfix.5,2994f7e1e682039464cb25e31a78b86a3c59b695,20e5c4f7dc44368ac5a17643b93665f6
v1.12.13+hotfix.5,2994f7e1e682039464cb25e31a78b86a3c59b695,20e5c4f7dc44368ac5a17643b93665f6
v1.12.13+hotfix.4,ac9391978e7c0693b75a82c219e059b6ffee35c4,20e5c4f7dc44368ac5a17643b93665f6
v1.12.13+hotfix.3,ac9391978e7c0693b75a82c219e059b6ffee35c4,20e5c4f7dc44368ac5a17643b93665f6
v1.13.0,617938024315e205f26ed72ff0f0647775fa6a71,69045f81def452ca6187efd1cb5e6b54
v1.12.13+hotfix.2,6955b06cedb2425f4363f10642c9b0e63e496af0,20e5c4f7dc44368ac5a17643b93665f6
v1.12.13+hotfix.1,c1e322b685a81c11c16bddd22282925b7d0272e8,20e5c4f7dc44368ac5a17643b93665f6
v1.12.16,fad1b23c42b96197a097fe42d37171f32459fecb,20e5c4f7dc44368ac5a17643b93665f6
v1.12.15,e136d637a87379658ee8f326c4e7875315d1f926,20e5c4f7dc44368ac5a17643b93665f6
v1.12.14,c89ac6347b7e88a562ebc826a5ee9a07c7b4cab7,20e5c4f7dc44368ac5a17643b93665f6
v1.12.13,b6b54fd60631a3828c2e2c9b079b5d1d2d8c8c37,20e5c4f7dc44368ac5a17643b93665f6
v1.12.12,b6b54fd60631a3828c2e2c9b079b5d1d2d8c8c37,20e5c4f7dc44368ac5a17643b93665f6
v1.12.11,d1cac77d5a4edb64901341253fe9e756cb94dc34,20e5c4f7dc44368ac5a17643b93665f6
v1.12.10,ad14574949f5cd0b5eddfd7bc4fd54bb56e00c72,20e5c4f7dc44368ac5a17643b93665f6
v1.12.9,9f4341a2b869ade738bdce64d13075d4fe4a5677,20e5c4f7dc44368ac5a17643b93665f6
v1.11.0,af04338413c3ed73316350f64248a152433073b6,2fb364d659ea53f7892be9ba5e036047
v1.12.7,7a77e3625dd1db5f4f517a129707cb299c48207a,7f885169821cf7a89d8f4a49c44d414a
v1.12.6,6bf311f1d62cc5a0136456748de9d20c6bd589fd,7f885169821cf7a89d8f4a49c44d414a
v1.12.5,176f56329631173cec8e6b1ca6c72f34b2e9a4ed,7f885169821cf7a89d8f4a49c44d414a
v1.12.4,5fb7eb753b28adbc1ca4914d9c27993027885aa7,d48b81bd7c0b41868a303d010886d8d8
v1.12.3,fb9b91428b4401fee584934f4c7ffc90ff84581b,d48b81bd7c0b41868a303d010886d8d8
v1.12.2,b358dc58fbcec7b235a40f550445c8d6877342e1,903f3e0c943f024d682b10f894f2e76d
v1.12.1,31cd2dfca22a282e53eb449d8a3be93b8365c1bc,bd73301b201fa442c56420bbc9c5448c
v1.12.0,2f69e38160a301f4070a8be25dcb66120e4548ac,2fb364d659ea53f7892be9ba5e036047
v1.11.0,af04338413c3ed73316350f64248a152433073b6,2fb364d659ea53f7892be9ba5e036047
v1.10.16,34a40cfbfd369544cbee9d19f212fbbe06e739c2,4d6be598cd9c0869b7062e8a4344d386
v1.10.15,8ea19b1c76f69f7b50e4195f41dfb1cb49a9fe66,8c373bc801ef8907b997963d19234a03
v1.9.1+hotfix.6,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
v1.9.1+hotfix.5,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
v1.10.7,9e6314d348f9b5521e3c66856324d7a9c4a928c9,c3bbfe8f226120ad0569d7b78ed2d9ef
v1.10.14,1d62160fdb2f5a1d20f1dccb761a2caa96804c22,bbfd190df732926328ba445a771febf7
v1.10.13,7d90779bb66f2c63444ee41b61c2d9a1c7b389ca,bbfd190df732926328ba445a771febf7
v1.10.12,759d3dba259be0ac7196dcc5d94b66901942d1e5,bbfd190df732926328ba445a771febf7
v1.10.11,759d3dba259be0ac7196dcc5d94b66901942d1e5,bbfd190df732926328ba445a771febf7
v1.10.10,a0605af402ac9b9e54b33ad900da60845ab77961,bbfd190df732926328ba445a771febf7
v1.10.9,2e163b27805be1bd178ad909f9947fe9d85c6010,bbfd190df732926328ba445a771febf7
v1.10.8,aa8fcbb65283bfd8ab37475043ae2ac8fe8671f4,d0e6d7626e06ab31bf67270b37ff292a
v1.10.7,9e6314d348f9b5521e3c66856324d7a9c4a928c9,c3bbfe8f226120ad0569d7b78ed2d9ef
v1.9.1+hotfix.4,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
v1.9.1+hotfix.4,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
v1.9.1+hotfix.3,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
v1.10.6,63949eb0fd982b27adc218364805913380af7411,4d75e7eb64b77034b9e3e19577811de7
v1.10.5,33ad6757e88311f4fb9d341918894e2bc30e3b20,96e8a17629cf9d73208d2cfccc930a7f
v1.10.4,2289072724fff78f9b07f0619796a666e00f69a0,96e8a17629cf9d73208d2cfccc930a7f
v1.10.3,7d8c6d9c1a5c1ce5303a5694bc9f49819c772f5f,9bde2343868bcfc4814fb79599613344
v1.10.2,7ea9884ab00eb0b63f7793ce8664ae55af484eb1,48360207b8ee283a359d27ca7352d8a6
v1.9.1+hotfix.2,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
v1.10.1,b9ce2500d9e57389c8b873fbbd016852c8ed8d0a,48360207b8ee283a359d27ca7352d8a6
v1.9.1+hotfix.2,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
v1.10.0,e7f9ef6aa0b9040102d1b3c9a6ae934df746ef94,68cf77b6d1fc9b557802c26dd144297f
v1.9.1+hotfix.1,cc88fa45dbf4c55bc23cecea17fb90f43bccf588,c8562f0ee0ebc38ba217c7955956d1cb
v1.9.7,f52c0b9270de3b2fc3e2785dfa7355e70a0b5fc7,e39caccf4752459650d09c0abf4d167d
v1.9.6,f8c4546eb44556ea40efdf4b108cb11477266a5e,e39caccf4752459650d09c0abf4d167d
v1.9.5,72283b64196cb5df16eb4d1a782da08f320a8014,8408a7c5bd51af20e71f9a66e808f8fe
v1.9.4,975a8aa5752e5774ffcd342a6f987d61bd5d84a5,8408a7c5bd51af20e71f9a66e808f8fe
v1.9.3,c43739ba53ce7c0d6d6f5c9ab90a832302c0b623,762228c411824d5a7ce32f844858415f
v1.9.2,3e10d92b2bbb29fc932868ee025959748285657b,6e44a52d8990d853d90cd3de014d1149
v1.9.1,55406841525fba0dcb7fdf417bf021e96093459d,c8562f0ee0ebc38ba217c7955956d1cb
v1.9.0,4b6b4afd6492499b72bdc59c3a633c7721708087,3bc1b74a777079816871f4b923bf77bc
v1.8.3,38ac5f30a7026e870619c2e8e8c99c070d74036f,34948253b59d5a56b2ec161e17975a4e
v1.8.4,26368225b5ec8c172422f0d9757c75828c11cdd1,9bc6f6130d64837dd7213aa478e1d6f1
v1.8.3,38ac5f30a7026e870619c2e8e8c99c070d74036f,34948253b59d5a56b2ec161e17975a4e
v1.7.8+hotfix.4,fee001c93f25a1e7258e762781a7361f122d29f5,1d7acad1540192ac459cf60344efb7c1
v1.7.8+hotfix.4,fee001c93f25a1e7258e762781a7361f122d29f5,1d7acad1540192ac459cf60344efb7c1
v1.8.2,75387dbc147d1cee8164f5d61582eab8ba1e5058,4997265621b29e882e50456ab42d8856
v1.8.1,3c51a7bfff776e9e3011384f4ff09c13a697c6b6,4997265621b29e882e50456ab42d8856
v1.7.8+hotfix.3,54ad777fd29b031b87c7a68a6637fb48c0932862,1d7acad1540192ac459cf60344efb7c1
v1.7.8+hotfix.3,54ad777fd29b031b87c7a68a6637fb48c0932862,1d7acad1540192ac459cf60344efb7c1
v1.7.8+hotfix.2,b1cb0d9e9b44393efeb735f664672a74732cdc8b,1d7acad1540192ac459cf60344efb7c1
v1.7.8+hotfix.2,b1cb0d9e9b44393efeb735f664672a74732cdc8b,1d7acad1540192ac459cf60344efb7c1
v1.7.11,f3761ba8d01fc6213db44b702c3c38bfdc5c887a,1d7acad1540192ac459cf60344efb7c1
v1.7.10,ae8e6d9f46990b9585dc1fb5b8aabe491c08aaf3,1d7acad1540192ac459cf60344efb7c1
v1.7.9,4444c9cb6c9f1859c1807cff415cd716bb9612ff,1d7acad1540192ac459cf60344efb7c1
v1.7.8,d004bcd4d619fc3574761d63d7cf7b7291332c79,1d7acad1540192ac459cf60344efb7c1
v1.7.7,a9a0b89b1c82aa657708eece3e690bf39cf0ead5,1d7acad1540192ac459cf60344efb7c1
v1.7.6,a9a0b89b1c82aa657708eece3e690bf39cf0ead5,1d7acad1540192ac459cf60344efb7c1
v1.7.4,2589785b5c5eaad64d1da3403048e61d8f230c48,1d7acad1540192ac459cf60344efb7c1
v1.7.3,0602dbb27547cd03d8f8e816b7995cace854f7e6,25ed5741a98d25aafa175175dd75f52b
v1.7.2,86aa01442b5d5a6b9b16ff3cf15d529a92d9d75c,0b4e4e38095461a47b6052ec747497ea
v1.7.1,a63ef4cb4fde6a486818467d806b912f938e57f5,0b4e4e38095461a47b6052ec747497ea
v1.7.0,a32df2c9280033c93a7ed089c294566dabfbf693,eac01d2272aaccf1102b49911d9861a1
v1.6.7,58eff77ef2f808306f0f8d4e46d910b6210bae46,d674137c8a194053e04a8358a92c2e2a
v1.6.3,8dc3a4cde2075a4f5458fd0eb199627f5124508d,c89592e3e4956c33956c8ba0f691dbd0
v1.6.6,8dc3a4cde2075a4f5458fd0eb199627f5124508d,c89592e3e4956c33956c8ba0f691dbd0
v1.6.5,8dc3a4cde2075a4f5458fd0eb199627f5124508d,c89592e3e4956c33956c8ba0f691dbd0
v1.6.4,8dc3a4cde2075a4f5458fd0eb199627f5124508d,c89592e3e4956c33956c8ba0f691dbd0
v1.6.3,8dc3a4cde2075a4f5458fd0eb199627f5124508d,c89592e3e4956c33956c8ba0f691dbd0
v1.6.2,303a3910d398ee48a3411108688ebd5ccc101e8a,18595b5f46eab396a85f20129914639a
v1.6.1,e3772232c2d24c174beac7ef03dff63907cdda46,18595b5f46eab396a85f20129914639a
v1.6.0,832cdacc6f955f080734109900a1658ae7e0d248,063c66cf3ae51e48c330780656345989
v1.5.4-hotfix.2,52c7a1e849a170be4b2b2fe34142ca2c0a6fea1f,eed485c757fba5d731e4054412c99f2e
v1.5.4-hotfix.2,52c7a1e849a170be4b2b2fe34142ca2c0a6fea1f,eed485c757fba5d731e4054412c99f2e
v1.5.4-hotfix.1,52c7a1e849a170be4b2b2fe34142ca2c0a6fea1f,eed485c757fba5d731e4054412c99f2e
v1.5.4,ca31a7c57bada458fa7f5c0d3f36bc1af4ccbc79,eed485c757fba5d731e4054412c99f2e
v1.5.8,c63d1cf9c9ba8c7d8546f24c1248433bdf827153,29f268f2197cadde0b55ba05fbaafbb8
v1.5.7,c63d1cf9c9ba8c7d8546f24c1248433bdf827153,29f268f2197cadde0b55ba05fbaafbb8
v1.5.6,c63d1cf9c9ba8c7d8546f24c1248433bdf827153,29f268f2197cadde0b55ba05fbaafbb8
v1.5.5,e27c867c30dfa24461a9fab356ff57a4bb22650e,29f268f2197cadde0b55ba05fbaafbb8
v1.5.4,ca31a7c57bada458fa7f5c0d3f36bc1af4ccbc79,eed485c757fba5d731e4054412c99f2e
v1.5.3,06fea14e5800c35a4fc4dd10cc31b997f1be81e9,d6e24d65b1bf49f4cd41daddfe2d515b
v1.5.2,fdd427241b7790a1ad86794725b311245ed3b470,a2967d784bf01190add298db8b62285b
v1.5.1,c0ee647ca4226fcb38a5af178a97ce8ba9129184,f84d8d001eedd3a97333e1b2a3fd054c
v1.5.0,9970fb5500710471c031cb86f899bfc3f4a6bafd,f84d8d001eedd3a97333e1b2a3fd054c
v1.4.9-hotfix.1,4737fc5cd89b8f0136e927b00f2e159444b95a73,f630ecdf457e27dd24d3b9e0a6bc1c13
v1.4.18,72986c39ea3669ef26d4d7d7cd0c44f513fcd117,9e1fa667daca1ecf538db8507091794e
v1.4.17,72986c39ea3669ef26d4d7d7cd0c44f513fcd117,9e1fa667daca1ecf538db8507091794e
v1.4.16,72986c39ea3669ef26d4d7d7cd0c44f513fcd117,9e1fa667daca1ecf538db8507091794e
v1.4.15,905c571db50d5eb3b10eaa4d3c43c99321032223,9e1fa667daca1ecf538db8507091794e
v1.4.14,eec74e5c92313f01a28dfbeb78d96e81231edab7,9e1fa667daca1ecf538db8507091794e
v1.4.13,eec74e5c92313f01a28dfbeb78d96e81231edab7,9e1fa667daca1ecf538db8507091794e
v1.4.12,ff1bcdc00941188ba27123a4857b443e3c9392bb,3383321009c0898417a99b9df9a73876
v1.4.11,219bf5938752e0030b491565af1910c137b83dd8,3383321009c0898417a99b9df9a73876
v1.4.10,5944867cabdb934ef9fea0dccb865cb1acef51b5,3383321009c0898417a99b9df9a73876
v1.4.9,cc115500b9cb2b27d59627f202e6cd6bb87f49fc,f630ecdf457e27dd24d3b9e0a6bc1c13
v1.4.8,a850016454f6d33da64d03dbd1ea71fd0fac299f,3a77dc0e4b817ac9954a776220a09629
v1.4.7,c4d14a00716fa616b69d51bab957aee483bdc9c2,fdcf6c4b13c56e5ba32ccc991fc0d80c
v1.4.6-hotfix.1,c4d14a00716fa616b69d51bab957aee483bdc9c2,fdcf6c4b13c56e5ba32ccc991fc0d80c
v1.4.6,c4d14a00716fa616b69d51bab957aee483bdc9c2,fdcf6c4b13c56e5ba32ccc991fc0d80c
v1.4.5,3a3f707d5a9b17388b60ff10b9f65b0c6a3c4134,12ede50e1442e2577bce79348e3bc031
v1.4.4,0d83a2ecd1bb78f8e1f0ed9719ff3751cdfdd064,8d7ca9eab85b719a6371e8d851b51044
v1.4.3,0d83a2ecd1bb78f8e1f0ed9719ff3751cdfdd064,8d7ca9eab85b719a6371e8d851b51044
v1.4.2,0d83a2ecd1bb78f8e1f0ed9719ff3751cdfdd064,8d7ca9eab85b719a6371e8d851b51044
v1.4.1,0d83a2ecd1bb78f8e1f0ed9719ff3751cdfdd064,8d7ca9eab85b719a6371e8d851b51044
v1.4.0,dd6be2fd83710de8392fb554927a5d495684a13e,8d7ca9eab85b719a6371e8d851b51044
v1.3.14,d4d4883216fd1c1dfc17d41418a960c002cfff57,34262bf031ae3b5c8fb9375bf45e037f
v1.3.13,e75f6de01fee738eb15f24efb0ec549587009f1a,e7c8a6096e8cb3ada7a6550e3f87ea88
v1.3.12,e75f6de01fee738eb15f24efb0ec549587009f1a,e7c8a6096e8cb3ada7a6550e3f87ea88
